txnID,buyerID,sellerID,saleID,txnStatus,txnquantity,txndate
122,A225G2TFM76GYX,A2DXENZNO2JT4F,1615354336,OK,1,"2010-09-15,"
123,A3TUWNDO2728F3,A3KCKECEO3E2AN,B00003IRBU,OK,10,"2006-07-12,"
124,AI290A0Z9Y3XF,A3KCKECEO3E2AN,B00003IRBU,OK,4,"2005-09-28,"
125,AYJF535SFBGXO,A3KCKECEO3E2AN,B00003IRBU,OK,8,"2005-09-24,"
126,A3A8ZWV1PQWXK5,A3KCKECEO3E2AN,B00003IRBU,OK,6,"2003-08-5,"
127,A1P4RH7KMJ1SV2,A3KCKECEO3E2AN,B00003IRBU,OK,9,"2001-02-1,"
128,A1IU7S4HCK1XK0,A33LKRMLTQUWQA,B00003JAU9,OK,4,"2001-04-10,"
129,A3PD6NG6XL336W,A30LRB20LJ19OY,B00003IRBV,OK,4,"2011-05-25,"
130,A3ANETCTMAN1NP,A30LRB20LJ19OY,B00003IRBV,OK,10,"2010-09-19,"
131,AI290A0Z9Y3XF,A30LRB20LJ19OY,B00003IRBV,OK,7,"2005-09-28,"
132,AYJF535SFBGXO,A30LRB20LJ19OY,B00003IRBV,OK,2,"2005-09-24,"
133,A16UJ76AFPJGEX,A2F2Y0BJS7V49Y,B00003JAU7,OK,3,"2006-09-23,"
134,A14JBDSWKPKTZA,A2F2Y0BJS7V49Y,B00003JAU7,OK,8,"2005-07-22,"
135,A3A8ZWV1PQWXK5,A30LRB20LJ19OY,B00003IRBV,OK,2,"2003-08-5,"
136,A5FS50VW0GWEE,A2F2Y0BJS7V49Y,B00003JAU7,OK,5,"2005-03-11,"
137,AD0J5KK4WQXNS,A2F2Y0BJS7V49Y,B00003JAU7,OK,6,"2003-12-18,"
138,AG42CYU5P8NVQ,A2F2Y0BJS7V49Y,B00003JAU7,OK,7,"2003-07-14,"
139,A16SG04X5KYYKW,A2F2Y0BJS7V49Y,B00003JAU7,OK,9,"2003-04-26,"
140,AWIF8AR75LL9L,A30LRB20LJ19OY,B00003IRBV,OK,4,"2001-09-12,"
141,A1P4RH7KMJ1SV2,A30LRB20LJ19OY,B00003IRBV,OK,4,"2001-01-24,"
142,A1C9C1QOQB94RT,A2F2Y0BJS7V49Y,B00003JAU7,OK,5,"2002-02-6,"
143,AE95Z3K6GVIC3,A2F2Y0BJS7V49Y,B00003JAU7,OK,10,"2000-12-22,"
144,ARXU3FESTWMJJ,A2F2Y0BJS7V49Y,B00003JAU7,OK,7,"2000-08-23,"
145,A2G0O4Y8QE10AE,A1U1G73EI5IRZF,B00004TYCR,OK,2,"2000-06-26,"
146,ANEDXRFDZDL18,A1U1G73EI5IRZF,B00004TYCR,OK,1,"2005-01-5,"
147,A3RF46CL8GDIN8,A1U1G73EI5IRZF,B00004TYCR,OK,4,"2004-09-29,"
148,A1PPD5TOR6VVYV,A1U1G73EI5IRZF,B00004TYCR,OK,10,"2003-10-29,"
149,A1PPD5TOR6VVYV,A1U1G73EI5IRZF,B00004TYCR,OK,5,"2003-08-20,"
150,A1LCS3WQEWUO6Y,A1JJM6COMQOO4Y,B00004W62O,OK,4,"2008-10-31,"
151,A20DZX38KRBIT8,A1JJM6COMQOO4Y,B00004W62O,OK,7,"2008-05-9,"
152,A16UJ76AFPJGEX,A1JJM6COMQOO4Y,B00004W62O,OK,4,"2006-08-13,"
153,AE95Z3K6GVIC3,A1JJM6COMQOO4Y,B00004W62O,OK,10,"2001-09-28,"
154,A1R9QOPV6HVEKF,A1JJM6COMQOO4Y,B00004W62O,OK,4,"2001-09-21,"
155,A1P4RH7KMJ1SV2,A2WM1KL9DQSQ18,B000050HEI,OK,6,"2001-01-4,"
156,A13BTMCSLTQ48R,A2WM1KL9DQSQ18,B000050HEI,OK,10,"2013-06-11,"
157,A3MGDZ4LX7CLXW,A2WM1KL9DQSQ18,B000050HEI,OK,10,"2012-06-4,"
158,A3PD6NG6XL336W,A2WM1KL9DQSQ18,B000050HEI,OK,9,"2011-05-26,"
159,A3ANETCTMAN1NP,A2WM1KL9DQSQ18,B000050HEI,OK,8,"2009-12-12,"
160,A22F3BWM7RAHDA,A2WM1KL9DQSQ18,B000050HEI,OK,10,"2006-07-21,"
161,A1N2L9A6I686G5,A2WM1KL9DQSQ18,B000050HEI,OK,4,"2005-12-24,"
162,AYJF535SFBGXO,A2WM1KL9DQSQ18,B000050HEI,OK,9,"2005-09-24,"
163,A3B20R4ZAH0Y2Y,A2WM1KL9DQSQ18,B000050HEI,OK,4,"2004-11-21,"
164,A3A8ZWV1PQWXK5,A2WM1KL9DQSQ18,B000050HEI,OK,5,"2003-08-5,"
165,A2EGK0YRDF4ZZB,A2WM1KL9DQSQ18,B000050HEI,OK,2,"2003-04-6,"
166,AFFTVSSV0D5A1,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2003-09-26,"
167,A3TLPNECI4DG3N,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2002-11-8,"
168,A1MJWOYNJSZPPJ,A14HDK1OLFYMVM,B000050ZRE,OK,1,"2002-05-25,"
169,A2N4Y0OQ8RP88Y,A14HDK1OLFYMVM,B000050ZRE,OK,7,"2018-04-9,"
170,A24G9X47GNVI02,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2018-03-28,"
171,A1JV5541KYYH9Y,A14HDK1OLFYMVM,B000050ZRE,OK,5,"2018-02-22,"
172,A3HM2ZVKF7Z8LJ,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2018-02-15,"
173,A147A9US858FV8,A14HDK1OLFYMVM,B000050ZRE,OK,8,"2018-02-15,"
174,A1HJTB0MIC4KQN,A14HDK1OLFYMVM,B000050ZRE,OK,5,"2018-02-10,"
175,A7NGASCWV27S7,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2018-01-12,"
176,A1V68ZGRMUT7YC,A14HDK1OLFYMVM,B000050ZRE,OK,5,"2017-10-19,"
177,AOEYPSPIR3HBL,A14HDK1OLFYMVM,B000050ZRE,OK,1,"2017-08-16,"
178,A3AKH3YQJ0POOA,A14HDK1OLFYMVM,B000050ZRE,OK,5,"2017-06-19,"
179,A3OZW1RD3LLRK8,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2017-06-13,"
180,A24KVXQCVQ4XE8,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2017-05-30,"
181,A18S5P9VX4QL18,A14HDK1OLFYMVM,B000050ZRE,OK,3,"2017-05-13,"
182,A366GHYFWYLVCI,A14HDK1OLFYMVM,B000050ZRE,OK,7,"2017-04-1,"
183,ACP6W0CULQ26N,A14HDK1OLFYMVM,B000050ZRE,OK,8,"2017-03-7,"
184,AIT20JDK6ZWZN,A14HDK1OLFYMVM,B000050ZRE,OK,1,"2017-02-16,"
185,A1LNWNTJV8OXKC,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2016-12-30,"
186,A2RM0Q8VFSH0OW,A14HDK1OLFYMVM,B000050ZRE,OK,5,"2016-10-21,"
187,A2QU1RTXCWNAVA,A14HDK1OLFYMVM,B000050ZRE,OK,3,"2016-10-14,"
188,A2GG6IJ55UX6YZ,A14HDK1OLFYMVM,B000050ZRE,OK,4,"2016-10-2,"
189,A32OJFTLJUUPZI,A14HDK1OLFYMVM,B000050ZRE,OK,3,"2016-09-9,"
190,ALXRKQ572JVN4,A14HDK1OLFYMVM,B000050ZRE,OK,7,"2016-07-20,"
191,AK3K19MB191ZO,A14HDK1OLFYMVM,B000050ZRE,OK,3,"2016-06-16,"
192,A28ZB85V5UMY22,A14HDK1OLFYMVM,B000050ZRE,OK,6,"2016-05-15,"
193,A1TZ9MCWA6EHJ1,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2016-05-2,"
194,A3V1DM71RMGBFB,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2016-03-6,"
195,A1SLOSK3LFHWM1,A14HDK1OLFYMVM,B000050ZRE,OK,4,"2016-01-26,"
196,A3D44572MFVIMI,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2016-01-24,"
197,A3K082UB8PHLO5,A14HDK1OLFYMVM,B000050ZRE,OK,5,"2015-12-29,"
198,A1I7HLVM8OHMCF,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2015-11-23,"
199,A20PKGHQ0KQPXH,A14HDK1OLFYMVM,B000050ZRE,OK,3,"2015-10-31,"
200,A1YZDWOWFXC094,A14HDK1OLFYMVM,B000050ZRE,OK,4,"2015-10-9,"
201,A4EJM72NKO4YM,A14HDK1OLFYMVM,B000050ZRE,OK,8,"2015-06-12,"
202,A1JZFGZEZVWQPY,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2015-06-1,"
203,A1OJ9V614SM587,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2015-05-29,"
204,A2ETPOKJOA57W6,A14HDK1OLFYMVM,B000050ZRE,OK,1,"2015-05-24,"
205,A1JZFGZEZVWQPY,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2015-05-2,"
206,AI6YOSOWFYF82,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2015-05-1,"
207,A31N0XY2UTB25C,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2015-04-21,"
208,A3RK4C2I5SPZNO,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2015-04-21,"
209,A1E3P6P5I9H215,A14HDK1OLFYMVM,B000050ZRE,OK,7,"2015-04-6,"
210,A1OP3DBLTQC5SR,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2015-03-2,"
211,A1JZFGZEZVWQPY,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2015-02-22,"
212,A3VNNC6YER083I,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2015-02-22,"
213,A1CTO812YAY1QP,A14HDK1OLFYMVM,B000050ZRE,OK,3,"2015-01-31,"
214,A1U5KM2Y6T5II0,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2015-01-27,"
215,A2U276LA0HC7HD,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2014-12-29,"
216,A3O3D9EFNNZ3EY,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2014-12-10,"
217,A28QQLZKCH4IU3,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2014-12-6,"
218,A1TL5X32Z3KNVC,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2014-11-30,"
219,A1Q0OFY99JXU43,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2014-11-26,"
220,A1YX7VKXJA8E3A,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2014-10-24,"
221,AXO1SEG20M3VX,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2014-10-9,"
222,A2N4QZL8L2NVKX,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2014-10-1,"
223,A2L5Q1LDOWR2N6,A14HDK1OLFYMVM,B000050ZRE,OK,8,"2014-09-21,"
224,A2BEM5JXJ4W16V,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2014-09-6,"
225,A161FCWNZBHCLD,A14HDK1OLFYMVM,B000050ZRE,OK,3,"2014-08-19,"
226,A2857LQW3WE18Y,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2014-08-8,"
227,A9O72QCR7PQ8,A14HDK1OLFYMVM,B000050ZRE,OK,4,"2014-07-6,"
228,A1QFZ73XYA5LPU,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2014-04-11,"
229,A1E9UHMG4RSKUA,A14HDK1OLFYMVM,B000050ZRE,OK,7,"2014-04-9,"
230,A2E8MIV25KD50N,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2014-04-8,"
231,A2Z6TTDFEM53ZW,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2014-03-20,"
232,A1M462Y70IRKLS,A14HDK1OLFYMVM,B000050ZRE,OK,4,"2014-03-15,"
233,A2NAI0BLGATDT7,A14HDK1OLFYMVM,B000050ZRE,OK,1,"2014-03-13,"
234,A3UFSSZ700NAYC,A14HDK1OLFYMVM,B000050ZRE,OK,5,"2014-03-4,"
235,A16EESTMO8PXNC,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2014-03-4,"
236,A2ZVKG17FKUC1Q,A14HDK1OLFYMVM,B000050ZRE,OK,8,"2014-02-22,"
237,A2WH1C8P4KRGNV,A14HDK1OLFYMVM,B000050ZRE,OK,4,"2014-02-1,"
238,A2WMO9XF703DHT,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2014-01-10,"
239,AUVBT6VI1P66,A14HDK1OLFYMVM,B000050ZRE,OK,6,"2013-12-31,"
240,A2R0KNEDZ92FB8,A14HDK1OLFYMVM,B000050ZRE,OK,1,"2013-12-29,"
241,A36GMVSF1UGAJE,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2013-12-19,"
242,A1TS7YC0CG0P93,A14HDK1OLFYMVM,B000050ZRE,OK,4,"2013-12-14,"
243,AGB5Y8GBJRQ7S,A14HDK1OLFYMVM,B000050ZRE,OK,6,"2013-12-10,"
244,A15NHYDQ8OEL0B,A14HDK1OLFYMVM,B000050ZRE,OK,1,"2013-11-26,"
245,A3DLVKHACGIUA0,A14HDK1OLFYMVM,B000050ZRE,OK,7,"2013-11-19,"
246,A1U2G9QN3JNB4S,A14HDK1OLFYMVM,B000050ZRE,OK,8,"2013-09-12,"
247,AKFTR2Z33Y0BJ,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2013-09-9,"
248,A298076RSGTIS,A14HDK1OLFYMVM,B000050ZRE,OK,4,"2013-09-8,"
249,AVQD4OPXBSCVB,A14HDK1OLFYMVM,B000050ZRE,OK,8,"2013-09-7,"
250,A31POTIYCKSZ9G,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2013-07-15,"
251,A3GQ5BDKDYRJSC,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2013-06-21,"
252,A2YTME3AETDV7J,A14HDK1OLFYMVM,B000050ZRE,OK,2,"2013-05-28,"
253,A3MEDEQS42LWCM,A14HDK1OLFYMVM,B000050ZRE,OK,4,"2013-05-23,"
254,AIPFDU0LF1RSQ,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2013-04-30,"
255,A2N1CTMSLLJ4YX,A14HDK1OLFYMVM,B000050ZRE,OK,1,"2013-04-4,"
256,A3TGWTP4XJB228,A14HDK1OLFYMVM,B000050ZRE,OK,5,"2013-02-19,"
257,A3T6BTHV5XVX1X,A14HDK1OLFYMVM,B000050ZRE,OK,1,"2013-02-18,"
258,A3FR0D65FZ0HYC,A14HDK1OLFYMVM,B000050ZRE,OK,8,"2013-02-9,"
259,A1A3JC0C2HK8PU,A14HDK1OLFYMVM,B000050ZRE,OK,5,"2013-01-8,"
260,A1EDHMIOML5ZPJ,A14HDK1OLFYMVM,B000050ZRE,OK,7,"2012-12-4,"
261,A5IA80HMZ8P34,A14HDK1OLFYMVM,B000050ZRE,OK,3,"2012-11-29,"
262,AYICV8N9QCSBE,A14HDK1OLFYMVM,B000050ZRE,OK,4,"2012-11-19,"
263,A10GU5NVTA5I67,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2012-10-23,"
264,A28VDH72GD5FQ,A14HDK1OLFYMVM,B000050ZRE,OK,6,"2012-10-6,"
265,A3JODP7JT671E2,A14HDK1OLFYMVM,B000050ZRE,OK,7,"2012-09-20,"
266,A1QLHQ4PWOZRX5,A14HDK1OLFYMVM,B000050ZRE,OK,9,"2012-08-27,"
267,A309MRYEU1PA1A,A14HDK1OLFYMVM,B000050ZRE,OK,10,"2012-08-6,"
