UserID,ItemID,Rating
A16UJ76AFPJGEX,B00003JAU7,5.0
A14JBDSWKPKTZA,B00003JAU7,5.0
A3A8ZWV1PQWXK5,B00003IRBV,3.0
A5FS50VW0GWEE,B00003JAU7,5.0
AD0J5KK4WQXNS,B00003JAU7,5.0
AG42CYU5P8NVQ,B00003JAU7,5.0
A16SG04X5KYYKW,B00003JAU7,5.0
AWIF8AR75LL9L,B00003IRBV,5.0
A1P4RH7KMJ1SV2,B00003IRBV,5.0
A1C9C1QOQB94RT,B00003JAU7,4.0
AE95Z3K6GVIC3,B00003JAU7,1.0
ARXU3FESTWMJJ,B00003JAU7,4.0
A2G0O4Y8QE10AE,B00004TYCR,5.0
ANEDXRFDZDL18,B00004TYCR,3.0
A3RF46CL8GDIN8,B00004TYCR,4.0
A1PPD5TOR6VVYV,B00004TYCR,5.0
A1PPD5TOR6VVYV,B00004TYCR,5.0
A1LCS3WQEWUO6Y,B00004W62O,5.0
A20DZX38KRBIT8,B00004W62O,1.0
A16UJ76AFPJGEX,B00004W62O,1.0
AE95Z3K6GVIC3,B00004W62O,1.0
A1R9QOPV6HVEKF,B00004W62O,1.0
A1P4RH7KMJ1SV2,B000050HEI,5.0
A13BTMCSLTQ48R,B000050HEI,4.0
A3MGDZ4LX7CLXW,B000050HEI,5.0
A3PD6NG6XL336W,B000050HEI,5.0
A3ANETCTMAN1NP,B000050HEI,4.0
A22F3BWM7RAHDA,B000050HEI,5.0
A1N2L9A6I686G5,B000050HEI,5.0
AYJF535SFBGXO,B000050HEI,5.0
A3B20R4ZAH0Y2Y,B000050HEI,5.0
A3A8ZWV1PQWXK5,B000050HEI,4.0
A2EGK0YRDF4ZZB,B000050HEI,4.0
AFFTVSSV0D5A1,B000050ZRE,5.0
A3TLPNECI4DG3N,B000050ZRE,5.0
A1MJWOYNJSZPPJ,B000050ZRE,5.0
A2N4Y0OQ8RP88Y,B000050ZRE,5.0
A24G9X47GNVI02,B000050ZRE,5.0
A1JV5541KYYH9Y,B000050ZRE,5.0
A3HM2ZVKF7Z8LJ,B000050ZRE,5.0
A147A9US858FV8,B000050ZRE,5.0
A1HJTB0MIC4KQN,B000050ZRE,5.0
A7NGASCWV27S7,B000050ZRE,5.0
A1V68ZGRMUT7YC,B000050ZRE,5.0
AOEYPSPIR3HBL,B000050ZRE,5.0
A3AKH3YQJ0POOA,B000050ZRE,5.0
A3OZW1RD3LLRK8,B000050ZRE,5.0
A24KVXQCVQ4XE8,B000050ZRE,5.0
A18S5P9VX4QL18,B000050ZRE,5.0
A366GHYFWYLVCI,B000050ZRE,5.0
ACP6W0CULQ26N,B000050ZRE,5.0
AIT20JDK6ZWZN,B000050ZRE,5.0
A1LNWNTJV8OXKC,B000050ZRE,5.0
A2RM0Q8VFSH0OW,B000050ZRE,5.0
A2QU1RTXCWNAVA,B000050ZRE,5.0
A2GG6IJ55UX6YZ,B000050ZRE,5.0
A32OJFTLJUUPZI,B000050ZRE,5.0
ALXRKQ572JVN4,B000050ZRE,5.0
AK3K19MB191ZO,B000050ZRE,5.0
A28ZB85V5UMY22,B000050ZRE,5.0
A1TZ9MCWA6EHJ1,B000050ZRE,5.0
A3V1DM71RMGBFB,B000050ZRE,5.0
A1SLOSK3LFHWM1,B000050ZRE,5.0
A3D44572MFVIMI,B000050ZRE,5.0
A3K082UB8PHLO5,B000050ZRE,5.0
A1I7HLVM8OHMCF,B000050ZRE,5.0
A20PKGHQ0KQPXH,B000050ZRE,5.0
A1YZDWOWFXC094,B000050ZRE,5.0
A4EJM72NKO4YM,B000050ZRE,5.0
A1JZFGZEZVWQPY,B000050ZRE,5.0
A1OJ9V614SM587,B000050ZRE,5.0
A2ETPOKJOA57W6,B000050ZRE,5.0
A1JZFGZEZVWQPY,B000050ZRE,5.0
AI6YOSOWFYF82,B000050ZRE,5.0
A31N0XY2UTB25C,B000050ZRE,5.0
A3RK4C2I5SPZNO,B000050ZRE,5.0
A1E3P6P5I9H215,B000050ZRE,5.0
A1OP3DBLTQC5SR,B000050ZRE,5.0
A1JZFGZEZVWQPY,B000050ZRE,5.0
A3VNNC6YER083I,B000050ZRE,5.0
A1CTO812YAY1QP,B000050ZRE,5.0
A1U5KM2Y6T5II0,B000050ZRE,5.0
A2U276LA0HC7HD,B000050ZRE,5.0
A3O3D9EFNNZ3EY,B000050ZRE,5.0
A28QQLZKCH4IU3,B000050ZRE,5.0
A1TL5X32Z3KNVC,B000050ZRE,5.0
A1Q0OFY99JXU43,B000050ZRE,5.0
A1YX7VKXJA8E3A,B000050ZRE,5.0
AXO1SEG20M3VX,B000050ZRE,5.0
A2N4QZL8L2NVKX,B000050ZRE,5.0
A2L5Q1LDOWR2N6,B000050ZRE,5.0
A2BEM5JXJ4W16V,B000050ZRE,5.0
A161FCWNZBHCLD,B000050ZRE,5.0
A2857LQW3WE18Y,B000050ZRE,5.0
A9O72QCR7PQ8,B000050ZRE,5.0
A1QFZ73XYA5LPU,B000050ZRE,5.0
A1E9UHMG4RSKUA,B000050ZRE,5.0
A2E8MIV25KD50N,B000050ZRE,5.0
A2Z6TTDFEM53ZW,B000050ZRE,5.0
A1M462Y70IRKLS,B000050ZRE,5.0
A2NAI0BLGATDT7,B000050ZRE,5.0
A3UFSSZ700NAYC,B000050ZRE,5.0
A16EESTMO8PXNC,B000050ZRE,5.0
A2ZVKG17FKUC1Q,B000050ZRE,5.0
A2WH1C8P4KRGNV,B000050ZRE,5.0
A2WMO9XF703DHT,B000050ZRE,5.0
AUVBT6VI1P66,B000050ZRE,5.0
A2R0KNEDZ92FB8,B000050ZRE,5.0
A36GMVSF1UGAJE,B000050ZRE,5.0
A1TS7YC0CG0P93,B000050ZRE,5.0
AGB5Y8GBJRQ7S,B000050ZRE,5.0
A15NHYDQ8OEL0B,B000050ZRE,5.0
A3DLVKHACGIUA0,B000050ZRE,5.0
A1U2G9QN3JNB4S,B000050ZRE,5.0
AKFTR2Z33Y0BJ,B000050ZRE,5.0
A298076RSGTIS,B000050ZRE,5.0
AVQD4OPXBSCVB,B000050ZRE,5.0
A31POTIYCKSZ9G,B000050ZRE,5.0
A3GQ5BDKDYRJSC,B000050ZRE,5.0
A2YTME3AETDV7J,B000050ZRE,5.0
A3MEDEQS42LWCM,B000050ZRE,5.0
AIPFDU0LF1RSQ,B000050ZRE,5.0
A2N1CTMSLLJ4YX,B000050ZRE,5.0
A3TGWTP4XJB228,B000050ZRE,5.0
A3T6BTHV5XVX1X,B000050ZRE,5.0
A3FR0D65FZ0HYC,B000050ZRE,5.0
A1A3JC0C2HK8PU,B000050ZRE,5.0
A1EDHMIOML5ZPJ,B000050ZRE,5.0
A5IA80HMZ8P34,B000050ZRE,5.0
AYICV8N9QCSBE,B000050ZRE,5.0
A10GU5NVTA5I67,B000050ZRE,5.0
A28VDH72GD5FQ,B000050ZRE,5.0
A3JODP7JT671E2,B000050ZRE,5.0
A1QLHQ4PWOZRX5,B000050ZRE,5.0
A309MRYEU1PA1A,B000050ZRE,5.0
A3GVYP36MNMZAU,B000050ZRE,5.0
AR6YFVMCYRVJH,B000050ZRE,5.0
A2UL0DVTM8KVNV,B000050ZRE,5.0
A14GJA3ZCLL6G8,B000050ZRE,5.0
A129AN1EZZVG61,B000050ZRE,5.0
A2PQSEQK3B3669,B000050ZRE,5.0
A3LWYQ7AX3YQR6,B000050ZRE,5.0
AR7RVZZQDW6B3,B000050ZRE,5.0
A20Y59H0YSKQIH,B000050ZRE,5.0
AS2SZDQQASSBW,B000050ZRE,5.0
A2Y8JSKDSZ143V,B000050ZRE,5.0
A3FNHCCZ6AK81C,B000050ZRE,5.0
A1FLXMG67FIF22,B000050ZRE,5.0
AGOUTH0IR4SU2,B000050ZRE,5.0
A23BZ2NURE3RNX,B000050ZRE,5.0
A39H4YOMDY8OPK,B000050ZRE,5.0
A3D0LCVZAQPFJP,B000050ZRE,5.0
AM01P5NFY6PBV,B000050ZRE,5.0
A1R4830GBU8UIM,B000050ZRE,5.0
A2S2VP5J3WCT6J,B000050ZRE,5.0
ADKYXJYKEG1MZ,B000050ZRE,5.0
A2YYAIDQJUXLEF,B000050ZRE,5.0
A16FX3ZJT4BFIC,B000050ZRE,5.0
A124PSAV4UV3BX,B000050ZRE,5.0
ATMI5EZI7OGSD,B000050ZRE,5.0
A3TWNH584UBMTO,B000050ZRE,5.0
A2RFR8NM3IK04J,B000050ZRE,5.0
A3U5W4MQ7HA99U,B000050ZRE,5.0
A1RDZP8TF1THTO,B000050ZRE,5.0
A3TVV8KJK832AH,B000050ZRE,5.0
AF3VQEJBU06UY,B000050ZRE,5.0
A8NGTT67DYJ2,B000050ZRE,5.0
A3PA7O1N7JGTIT,B000050ZRE,5.0
A2UN2PW5X9JHMI,B000050ZRE,5.0
A2OPBRR9CJFGHT,B000050ZRE,5.0
A2OA1J55AVD4EI,B000050ZRE,5.0
A1NHNED4X7LXRE,B000050ZRE,5.0
AK0ZV04YO0USO,B000050ZRE,5.0
A1E7YKRTB8VYUG,B000050ZRE,5.0
A37I2Q2RY7AUV2,B000050ZRE,5.0
A1RSEFCEEXQRUA,B000050ZRE,5.0
A2U5308V40Z4OK,B000050ZRE,5.0
A3HAM42NXQMQ3P,B000050ZRE,5.0
A3MHA5M3B9B3EK,B000050ZRE,5.0
A3LFWI95DCDMN4,B000050ZRE,5.0
A387M0AZBG83LB,B000050ZRE,5.0
A1WBZA4OM02MXU,B000050ZRE,5.0
AR4NKM7NXG92G,B000050ZRE,5.0
A1ANCHVK4Y21G0,B000050ZRE,5.0
A2EJAA0BBSLIKH,B000050ZRE,5.0
A56R62VM06ZBK,B000050ZRE,5.0
A3RS8UCBAAH6JC,B000050ZRE,5.0
A14GFHILOY7XTW,B000050ZRE,5.0
A28P7QWA1FUEHP,B000050ZRE,5.0
A3LNEJE2SF870J,B000050ZRE,5.0
A2227KA3DAIPRZ,B000050ZRE,5.0
A13LA6WF3JLEZR,B000050ZRE,5.0
A2NWOSRE9LD49T,B000050ZRE,5.0
A379MGJ04RHDTR,B000050ZRE,5.0
A2TYF5K1AW0O72,B000050ZRE,5.0
AN0LVTRNXKK3O,B000050ZRE,5.0
AHX935LEAJB0,B000050ZRE,5.0
A13LA6WF3JLEZR,B000050ZRE,5.0
A3ULWD7PM5OFKU,B000050ZRE,5.0
A2G0N24AEIJNNO,B000050ZRE,5.0
A1BEG723Q71PJF,B000050ZRE,5.0
AX66F7XSJOSGL,B000050ZRE,5.0
AD8ZGXUGRN6YU,B000050ZRE,5.0
A1V77R4UCY12AF,B000050ZRE,5.0
A3546LT0GSOAM0,B000050ZRE,5.0
A2Z9H86XRXBVEI,B000050ZRE,5.0
A9VCUBEYV1C60,B000050ZRE,5.0
A3VTJA96JE1J0F,B000050ZRE,5.0
A1QNYLBG73QRNF,B000050ZRE,5.0
A3QL0X6SQMBKET,B000050ZRE,5.0
AW0UV7Z8909P6,B000050ZRE,5.0
AZAIARFUW642T,B000050ZRE,5.0
A59KQIXI6WC9Z,B000050ZRE,5.0
A1X2L1N2JXP678,B000050ZRE,5.0
AWSD1RI7NZXQN,B000050ZRE,5.0
A1U20RFLIPSH78,B000050ZRE,5.0
AAHO1BZJSHNMM,B000050ZRE,5.0
A1TKPBCD3A1814,B000050ZRE,5.0
AIOBOYCO1TPKR,B000050ZRE,5.0
A3RA7ZWPU69LZ7,B000050ZRE,5.0
A2J8C4ZZ6VZ343,B000050ZRE,5.0
A2YNK2QNZ9V9AY,B000050ZRE,5.0
A2BTEQDVP0K16I,B000050ZRE,5.0
A19Z5DWI7LN1H2,B000050ZRE,5.0
A3LDLV1GWQJLEQ,B000050ZRE,5.0
A1V3PCKVCJ3TTZ,B000050ZRE,5.0
A27ORDOHS7TN8Z,B000050ZRE,5.0
APU7YT7IBAR1H,B000050ZRE,5.0
AFIYDMQDPNCCW,B000050ZRE,5.0
A2MEV0Q2HYZN69,B000050ZRE,5.0
A1NV2F2U3EAK25,B000050ZRE,5.0
A2A8C5BMXMSEV3,B000050ZRE,5.0
A37VWMG8U0OP41,B000050ZRE,5.0
A2E6P8E66HNRRC,B000050ZRE,5.0
A1K0XNQWQFQ3LX,B000050ZRE,5.0
A3NLO85W6QZ3DF,B000050ZRE,5.0
A2FKXQ9IZOVP7B,B000050ZRE,5.0
AGZDSR4R8SA2S,B000050ZRE,5.0
A2ONUO1GWM9JF7,B000050ZRE,5.0
A237IXVY43KS0G,B000050ZRE,5.0
A3THAN78FL9VC3,B000050ZRE,5.0
AMYSPSELQTQFA,B000050ZRE,5.0
AQ76D1FI03WK2,B000050ZRE,5.0
A3PWAWCFHRC4P7,B000050ZRE,5.0
A1UE58W89ARMKH,B000050ZRE,5.0
AECAEHLBBKAHG,B000050ZRE,5.0
A3I49HL6XR62DI,B000050ZRE,5.0
ARDE1OM974L7A,B000050ZRE,5.0
A3H6XJID8VD8C2,B000050ZRE,5.0
A3F8WKYFSG339Z,B000050ZRE,5.0
A8D55T859ZQ6H,B000050ZRE,5.0
A3PMFLZF8PGNMN,B000050ZRE,5.0
A3UFWZLQ1RV8HJ,B000050ZRE,5.0
A2Z9H86XRXBVEI,B000050ZRE,5.0
A3UZ2RCTUN4S9Z,B000050ZRE,5.0
A3BXPR54JNE5WT,B000050ZRE,5.0
A1FR68QH6Z4YZM,B000050ZRE,5.0
A26ILRNWFWKTEB,B000050ZRE,5.0
A3VL4RXCWNSR3H,B00005AC56,1.0
A3LGT6UZL99IW1,B00005AC56,3.0
A170UXQQ56AHO4,B00005AFI2,5.0
A1C9C1QOQB94RT,B00005AC56,4.0
AW3VZ5O895LRK,B00005AFI2,5.0
A1522TN5FVJL0Y,B00005AFI2,2.0
A1522TN5FVJL0Y,B00005AFI2,2.0
A1C9C1QOQB94RT,B00005AFI2,4.0
A57Q87B0TC9IJ,B00005AC56,1.0
AT4AV7XIQDKQP,B00005AC56,1.0
A2MY9VXHZYAHUZ,B00005AC56,1.0
A15S4XW3CRISZ5,B00005AFI1,4.0
A1QQDHM5YMLQ8Z,B00005AFI1,4.0
A1C9C1QOQB94RT,B00005AFI1,5.0
AT4AV7XIQDKQP,B00005AFI4,4.0
A15S4XW3CRISZ5,B00005AFI4,4.0
A1C9C1QOQB94RT,B00005AFI4,3.0
A26BDXG9KVH7SU,B00005AFI4,1.0
A3ATKIU6MZZ4MU,B00005LBVS,5.0
A3ATKIU6MZZ4MU,B00005LBVS,4.0
A3ATKIU6MZZ4MU,B00005LBVS,4.0
A3ATKIU6MZZ4MU,B00005LBVS,4.0
A3ATKIU6MZZ4MU,B00005LBVS,4.0
A1P4RH7KMJ1SV2,B00005LVWL,5.0
A1DER9ALIMLFBK,B00005LVWL,4.0
A3MGDZ4LX7CLXW,B00005LVWL,5.0
A1543Y65HXSXZP,B00005LVWL,4.0
A3PD6NG6XL336W,B00005LVWL,5.0
A13BTMCSLTQ48R,B00005LVWL,4.0
A3ANETCTMAN1NP,B00005LVWL,5.0
AI290A0Z9Y3XF,B00005LVWL,5.0
A3A8ZWV1PQWXK5,B00005LVWL,4.0
A2EGK0YRDF4ZZB,B00005LVWL,3.0
A1JKJR2HX84XVC,B00005MOTH,5.0
A9EA4Y5PQDQTV,B00005MOTH,1.0
A1LCS3WQEWUO6Y,B00005MOTH,1.0
A2X8KN82L07RSK,B00005MOTH,2.0
A1PPD5TOR6VVYV,B00005MOTH,5.0
AJE705WGX0KZE,B00005MOTH,5.0
A1YK56DPXS5DFX,B00005MOTH,5.0
A1IU7S4HCK1XK0,B00005MOTH,4.0
A1EMDSTJDUE6B0,B00005MOTH,5.0
A15S4XW3CRISZ5,B00005MOTH,5.0
A1C9C1QOQB94RT,B00005MOTH,5.0
A3H4TIVTTA5IBB,B00005MOTH,5.0
A2IE7YPWUYZAXS,B00005MOTH,5.0
A1LCS3WQEWUO6Y,B00005MOTG,1.0
A14JBDSWKPKTZA,B00005MOTG,5.0
A3ESYTN416ZLQ,B00005MOTG,4.0
A3NM0RAYSL6PA8,B00005MOTG,2.0
A5JLAU2ARJ0BO,B00005MOTG,5.0
A3NG3IWQSNNMHD,B00005MOTG,3.0
A1R9QOPV6HVEKF,B00005MOTG,3.0
A15S4XW3CRISZ5,B00005MOTG,5.0
A1QQDHM5YMLQ8Z,B00005MOTG,4.0
AYMD77ITD15PT,B00005MOTG,5.0
A2IE7YPWUYZAXS,B00005MOTG,5.0
A3C1JX8E543YBQ,B00005MOTE,5.0
ATDE9JYCPI0L1,B00005MOTE,1.0
A306NASGVUDFKF,B00005MOTE,4.0
AVYMBTCXYREXE,B00005MOTE,4.0
A2WB7LZ595CR50,B00005MOTE,2.0
A1QVFHPY8418HC,B00005MOTE,5.0
A1SNKXK0IGFS9E,B00005MOTE,3.0
A1R9QOPV6HVEKF,B00005MOTE,2.0
A3NKP20ZXJBWAM,B00005MOTE,4.0
A2K40JBQHJY1HH,B00005MOTE,5.0
A15S4XW3CRISZ5,B00005MOTE,5.0
A3NM0RAYSL6PA8,B00005MOTE,2.0
AT4AV7XIQDKQP,B00005MOTE,5.0
A5JLAU2ARJ0BO,B00005MOTE,5.0
A3H4TIVTTA5IBB,B00005MOTE,5.0
A2IE7YPWUYZAXS,B00005MOTE,5.0
A3H4TIVTTA5IBB,B00005N6K4,5.0
A2AV7Q95QGPTO0,B00005N6K4,1.0
A1C9C1QOQB94RT,B00005N6K4,4.0
AVYMBTCXYREXE,B00005MOTF,5.0
A2XRMQA6PJ5ZJ8,B00005MOTF,5.0
AW3VZ5O895LRK,B00005MOTF,5.0
A3GQKB1KF0CRPE,B00005MOTF,5.0
AE95Z3K6GVIC3,B00005MOTF,1.0
A2IE7YPWUYZAXS,B00005MOTF,5.0
A3IZQWRULAKKMT,B00005NCJ3,5.0
ASD7LAINVLNHC,B00005NCJ3,3.0
AJE705WGX0KZE,B00005NCJ3,5.0
A3NG3IWQSNNMHD,B00005NCJ3,4.0
A15S4XW3CRISZ5,B00005NCJ3,3.0
AW3VZ5O895LRK,B00005NCJ3,5.0
A3GQKB1KF0CRPE,B00005NCJ3,5.0
A1C9C1QOQB94RT,B00005NCJ3,4.0
A1522TN5FVJL0Y,B00005NZ5Z,5.0
A3NG3IWQSNNMHD,B00005NZ5Z,4.0
A3GQKB1KF0CRPE,B00005NZ5Z,2.0
A3LGT6UZL99IW1,B00005NZ5Z,3.0
AT4AV7XIQDKQP,B00005NZ5Z,1.0
AT4AV7XIQDKQP,B00005OA45,5.0
A2IE7YPWUYZAXS,B00005OA45,5.0
A2IE7YPWUYZAXS,B00005OA45,5.0
AT4AV7XIQDKQP,B00005OA45,5.0
A1C9C1QOQB94RT,B00005OA45,4.0
A1DER9ALIMLFBK,B000066ST3,3.0
A13BTMCSLTQ48R,B000066ST3,4.0
A3MGDZ4LX7CLXW,B000066ST3,5.0
A1543Y65HXSXZP,B000066ST3,3.0
A3PD6NG6XL336W,B000066ST3,5.0
A3ANETCTMAN1NP,B000066ST3,4.0
A2EGK0YRDF4ZZB,B000066ST3,5.0
A1P4RH7KMJ1SV2,B000066ST3,5.0
A2AEZQ3DGBBLPR,B000069IL2,5.0
A5JLAU2ARJ0BO,B000069IL2,5.0
A1QOK9LU90ACF7,B000069IL2,4.0
A15S4XW3CRISZ5,B000069IL2,4.0
A1QQDHM5YMLQ8Z,B000069IL2,4.0
A1EMDSTJDUE6B0,B000069IL2,5.0
A3GQSZ2RVVXDCZ,B00006F7S2,4.0
A5JLAU2ARJ0BO,B00006F7S2,1.0
A1GOKUUDRB63FQ,B00006F7S2,5.0
A3TUZOJZM9008Y,B00006F7S2,5.0
A3NG3IWQSNNMHD,B00006F7S2,5.0
AYMD77ITD15PT,B00006F7S2,5.0
A3NM0RAYSL6PA8,B00006F7S2,5.0
A2GCVTKDDOKRRX,B00006FI0N,5.0
A1L7REYQN5NSZ2,B00006FI0N,4.0
A2ZR3YTMEEIIZ4,B00006FI0N,2.0
A2XRMQA6PJ5ZJ8,B00006FI0N,5.0
A1C9C1QOQB94RT,B00006FI0N,4.0
A3KF4IP2MUS8QQ,B00006FI0N,5.0
ARK5SAGVLW3FY,B00006FI0Z,1.0
A1L7REYQN5NSZ2,B00006FI0Z,4.0
A5JLAU2ARJ0BO,B00006FI0Z,1.0
A198CCH4NNLI2E,B00006FI0Z,2.0
A3NG3IWQSNNMHD,B00006FI0Z,3.0
A15S4XW3CRISZ5,B00006FI0Z,3.0
A1522TN5FVJL0Y,B00006J3FM,5.0
AJE705WGX0KZE,B00006J3FM,1.0
A2ZR3YTMEEIIZ4,B00006J3FM,4.0
A1MD9AEU9C4WJN,B00006J3FM,2.0
A3NG3IWQSNNMHD,B00006J3FM,4.0
A19SRN7AX0VD9X,B00006OAQU,5.0
A1DER9ALIMLFBK,B00006OAQU,4.0
A3MGDZ4LX7CLXW,B00006OAQU,5.0
A1543Y65HXSXZP,B00006OAQU,3.0
A3PD6NG6XL336W,B00006OAQU,5.0
A13BTMCSLTQ48R,B00006OAQU,4.0
A3ANETCTMAN1NP,B00006OAQU,4.0
A1EMN4T3ROJDOO,B00006OAQU,5.0
A1WEBQZ3GM05N0,B00006OAQU,5.0
A3A8ZWV1PQWXK5,B00006OAQU,4.0
A2EGK0YRDF4ZZB,B00006OAQU,4.0
A1P4RH7KMJ1SV2,B00006OAQU,4.0
A3V6Z4RCDGRC44,B00006OAQU,5.0
A1EMDSTJDUE6B0,B00006ULHT,5.0
A2IE7YPWUYZAXS,B00006ULHT,3.0
A5JLAU2ARJ0BO,B00006ULHT,1.0
A1GOKUUDRB63FQ,B00006ULHT,1.0
A2Y739CRM15WDL,B00006ULHT,1.0
